,评论ID,评论内容,用户情绪
573,18990,yizhi没法停止试验，什么鬼,0.0
574,18993,yizhi没法停止试验，什么鬼,0.0
575,18996,好难操作啊，发实验报告的时候为什么删除键和空格键都不能用啊！,0.0
576,18999,Fighting!,1.0
577,19002,收获颇丰！！,1.0
578,19005,了解了scrapy的基本用法。,1.0
579,19008,开始还好，继续加油学习。,1.0
580,19011,有些小瑕疵，toch这个地方错了，后面总是在提示platform未定义，就没做下去了，原理讲的比较清楚，总的来讲，很简单的一个实验,0.0
581,19014,ok,1.0
582,19020,很不错，第一次实验楼成功编写代码成功,1.0
583,19026,对C还是迷糊,1.0
584,19029,JUST BEGIN,1.0
585,19032,哈哈哈,1.0
586,19038,第一次使用，效果很赞,1.0
587,19044,还不错的样子,1.0
588,19056,很不错，希望可以下次学完整,1.0
589,19059,不错,1.0
590,19065,实验楼很强大啊,1.0
591,19068,very Good,1.0
592,19077,very good,1.0
593,19080,简单易学，感谢,1.0
594,19083,不错，巩固学习。,1.0
595,19086,都会了,0.0
596,19092,有点不懂了。,0.0
597,19095,.。。,1.0
598,19098,lu guo,1.0
599,19101,收获不少,1.0
600,19104,大概了解了一下基础知识！！,1.0
601,19107,很棒,1.0
602,19110,很好很强大~,1.0
603,19116,很好很强大，可惜没视频,1.0
604,19125,?..,1.0
605,19128,这一节我体会到了用函数编译程序的快感~,1.0
606,19131,"en,good",1.0
607,19134,我居然没有成功啊,0.0
608,19137,很好很不错,1.0
609,19140,出现in function 'main'错误，实验未完成。,0.0
610,19143,了解,1.0
611,19152,蛮实用的,1.0
612,19155,各版本是否语法有所差异，对于定义在哪里进行没有明确的指出,0.0
613,19158,好多命令~,1.0
614,19161,好多命令~,1.0
615,19164,#NAME?,0.0
616,19167,非常好,1.0
617,19170,J.A.R.V.I.S is back.,1.0
618,19173,挺好的，希望再出点《500行代码》里面的项目。。英文读起来毕竟不是太流畅，理解也没中文的好,1.0
619,19182,很好用，实验楼nb,1.0
620,19188,虚拟机很赞,1.0
621,19191,这个挺好的,1.0
622,19194,内容很好，难度适中，学习方式很灵活。不过我想我还是要先学习一下markdown的语法了\n很早就关注实验楼了。最近准备好好地认真地学习一下了。谢谢实验楼。,1.0
623,19197,完全看不懂,1.0
624,19200,0.0还是不会用man搜索……,0.0
625,19206,很不错，但我需要更多基础,0.0
626,19209,不错,1.0
627,19212,很好,1.0
628,19218,授人以鱼不如授人以渔,1.0
629,19221,非常棒，建议增加机器学习相关section,1.0
630,19224,对设计模式有了初步的了解,0.0
631,19227,感觉不错,1.0
632,19230,好难,1.0
633,19233,这时间计算有毒,1.0
634,19239,不错,1.0
635,19242,好不容易啊，还得练习！！！,1.0
636,19245,实验环境失败什么情况,0.0
637,19248,好有意思,1.0
638,19251,haowan,1.0
639,19254,太有意思了,0.0
640,19257,实验文档错别字太多，语句不通,0.0
641,19260,66666,1.0
642,19263,有意思又可以学习，太好了！,1.0
643,19266,获益良多,1.0
644,19284,实验行而有效,1.0
645,19290,切换命令界面后 需要输入i 然后才能敲命令。没找到这个提示,0.0
646,19293,效率不错，比较好,1.0
647,19296,bucuo!,1.0
648,19299,有些语法还不熟悉，等看看语法，再来战,0.0
649,19302,实验设置很好，不只是否是权限的问题，不能返回到之前的实验，有些命令容易遗忘。,0.0
650,19305,好玩,1.0
651,19311,额。。。,1.0
652,19314,很赞，谢谢,1.0
653,19317,无话可说,1.0
654,19320,这个实验挺好的，可以让我学到最原汁原味的python,1.0
655,19323,非常有帮助，帮我大面上了解了python！谢谢！,1.0
656,19326,心有点儿累，\nJ.A.R.V.I.S'friend,0.0
657,19329,喜欢这个干干净净的学习环境。,1.0
658,19332,失败了...,0.0
659,19335,很实用，会反复练习,0.0
660,19338,不会截图，感觉对门外汉的话还是需要多消化,0.0
661,19341,666,1.0
662,19344,这个时间还没搞懂,1.0
663,19347,我已经看过了,1.0
664,19350,666,1.0
665,19353,很不错Python教程,1.0
666,19356,666,1.0
667,19359,这个网站好棒,1.0
668,19362,完全没看明白实验的目的。没有任何提示,0.0
669,19365,为什么我不能看,0.0
670,19368,很好的教程，一会就了解了git的工作流程，谢谢,0.0
671,19371,不错，不错,1.0
672,19374,讲的很好，谢谢实验楼,1.0
673,19377,git push学的不深，讲的也不具体,0.0
674,19380,不错,1.0
675,19383,为什么上不了课,0.0
676,19398,给的编程环境挺好的！,1.0
677,19404,为何namp安装后， python3中无法引入？,0.0
678,19413,33,1.0
679,19416,支持,1.0
680,19419,挺好，特别几个地方有点 细节注解就更好了。,0.0
681,19422,thanks,1.0
682,19425,坚持就是胜利！,1.0
683,19428,还没开始熟悉坏境，希望实验楼越来越好。,1.0
684,19431,可以，很方便，如果有更多操作环境就太好了 ！,1.0
685,19434,提供的平台很好，很喜欢,1.0
686,19437,good,1.0
687,19440,挺好的,1.0
688,19443,vim  坚持到底,0.0
689,19449,循序渐进，感觉 不错,1.0
690,19452,一边工作一边学习！,1.0
691,19455,不用在电脑上装LINUC，就是爽,0.0
692,19458,很方便啊，省了搭建环境这些复杂的步骤了,0.0
693,19464,wer,1.0
694,19467,#NAME?,0.0
695,19470,很好 实验环境配置的很好，对教学很有用， 实验过程中不存在卡顿现象，真的很棒,1.0
696,19473,我有自己的机器，难道必须要在这个环境试验吗 我去,0.0
697,19476,step by step time fly,0.0
698,19482,不错，很好玩,1.0
699,19506,编辑器没有智能提示，有点不好用,0.0
700,19515,学习开源世界的发展史,1.0
701,19518,感觉实验代码有问题,0.0
702,19524,编辑器没有智能提示，有点不好用,0.0
703,19536,删除键不能用,0.0
704,19539,基本操作了解,1.0
705,19542,简单啊。。。。,0.0
706,19545,第二次上来，第一次真正的学习，很开心，感觉很有用,1.0
707,19548,不错，很好玩！又能学到东西！,1.0
708,19551,讲的很详细,1.0
709,19554,不错,1.0
710,19557,学到很多知识,1.0
711,19560,第二节中存在错误，导致实验无法继续进行,0.0
712,19563,gcc,1.0
713,19566,很有意思，喜欢上了这个,1.0
714,19569,65雨果奖,1.0
715,19575,进行下次实验前，先打开xeyes监督自己，并借助vimtutor学习vim基础用法。,1.0
716,19581,toilet --gay love Linux,0.0
717,19584,特别简单，实用,1.0
718,19590,为啥有效时间才12分钟。。。,0.0
719,19593,good,1.0
720,19599,很棒,1.0
721,19602,这个实验环境做的很强，我很喜欢！,1.0
722,19605,偷懒了没做笔记,0.0
723,19608,特别好，有环境，有解说,1.0
724,19611,这种学习的形式很完美！,1.0
725,19617,很不错 我会尝试继续坚持使用,1.0
726,19620,第一次使用实验楼环境，感觉非常好,1.0
727,19623,I want to learn the programing lessons,1.0
728,19626,Linux环境今天第一次用，很不习惯，希望以后慢慢熟悉！,1.0
729,19629,理论能理解一些，但是看代码还是看不懂...,0.0
730,19632,很实用,1.0
731,19635,应该是我这边网络环境的问题，实验界面没有加载出来,0.0
732,19638,近20分钟写报告,0.0
733,19641,很不错,1.0
734,19647,Great,1.0
735,19650,课程简洁明了，可以当做手册。,1.0
736,19656,环境实在是不会用，不过课程非常不错,1.0
737,19659,有其它事情,0.0
738,19665,对于课程最后一个作业，我用了穷举的方法编译找到结果，我觉得那个关于时间复杂度的描述太混乱，空间复杂度目前来说 不好找一个定量的方法描述，随意一般数都是常规性提一下,1.0
739,19668,很好，很实用，对于我这些菜鸟，学习容易上手。,1.0
740,19671,已完成,1.0
741,19677,上网搜的代码查看的路由表 ，是route，自认为网关就是路由器ip192.168.xxx.1，下面的是我电脑的ip192.168.xxx.0,1.0
742,19686,还可以接受,1.0
743,19689,something interesting...Just first found this.Pretty good tool.,1.0
744,19695,很不错的教程，很详细,1.0
745,19698,还需要先了解操作系统！,1.0
746,19701,很形象，但是过于单调！,0.0
747,19704,好棒！,1.0
748,19707,做完了,0.0
749,19710,已经看不懂了,0.0
750,19713,不错,1.0
751,19716,tdythv,1.0
752,19719,实验楼好好玩啊,1.0
753,19722,这个真的很棒！,1.0
754,19731,不错，但是第一次用Linux，看不到最小化后的窗口在哪……,0.0
755,19734,觉得自己的水平太差,0.0
756,19737,还不熟悉，不过很有趣，课程难度中上，应该有一定的基础再来。谢谢,0.0
757,19740,"failed to open display""",0.0
758,19746,感觉讲的可以，细节到位，跟着操作一下，练练手。,0.0
759,19749,11,1.0
760,19755,我都还不知道怎么回事，你就让我操作，肯定不会啊。例如我现在想要学习mysql的jdbc，原因就是我写的代码总是在jdbc中url部分出问题，或者mysql驱动器类出问题，或者jar包出问题，这里我本来想看视频学习一下怎么写着三个部分的，你这里没有的，我哭了,1.0
761,19758,好卡，我的键盘都动不了了,0.0
762,19761,破系统直接卡死了,0.0
763,19764,嗯 体验还可以。交互反应稍有延迟,1.0
764,19767,还好！,1.0
765,19773,能成功提权，感觉很有成就感,0.0
766,19776,想问一下，远程桌面是怎么做到这么快的响应的,0.0
767,19782,Vector这个东西出现错误,0.0
768,19785,开启新的学习,1.0
769,19788,终于看见比较短的一节了,0.0
770,19794,对系统第一次使用还是不太熟，希望再次练习。,1.0
771,19800,很不错的学习环境，谢谢了,1.0
772,19803,但好像并没有提权,0.0
773,19806,本人对c++程序了解并不是十分深入，多数操作过程不了解，导致实验效率极低。,0.0
774,19809,不知所云,1.0
775,19812,觉得命令行操作挺有趣的,0.0
776,19815,很实用,1.0
777,19818,今天是第一次接触实验楼，希望以后可以在这里学到更多知识,0.0
778,19821,很好。,1.0
779,19824,效果很好  我需认真努力,1.0
780,19827,很棒,1.0
781,19830,其实呢，这也算是正经八百的学了学,0.0
782,19836,还可以，就是不能使用快捷键,1.0
783,19851,心有点累，每做一个实验，就要学习一些新的知识，学习成本有点高,0.0
784,19854,嗯，有点卡.,0.0
785,19857,一扇新的大门,1.0
786,19860,还不太会用实验报告。很好的学习平台。,1.0
787,19863,挺好的,1.0
788,19866,感觉还不错啊，JavaScript比Java灵活多了。,1.0
789,19869,学到了一些新的API,0.0
790,19872,非常不错,1.0
791,19875,简单明了,1.0
792,19878,很有成就感！！,1.0
793,19881,nice,1.0
794,19884,不错很好。支持,1.0
795,19887,挺方便的，边学边练，对初学车很有帮助。,1.0
796,19890,模拟器有点慢,0.0
797,19893,非常有趣,1.0
798,19902,git tag怎么用,0.0
799,19911,这个项目很不错，锻炼了代码能力,1.0
800,19914,不错,1.0
801,19917,电脑速度太慢了。。。,1.0
802,19920,很基础，但很实用。,1.0
803,19923,成功~success,1.0
804,19926,实验楼确实增强了学习时的动手能力，不过对代码的思考能力却有所减弱,0.0
805,19929,这一讲没有讲清楚：1.hadoop中每个进程的作用，2.每个xml配置的方法以及为什么配置，3.伪分布式和实际的分布式集群配置的不同,1.0
806,19932,太简单,0.0
807,19935,好好学习,1.0
808,19938,实验楼提供了很好的编程环境，感觉还不错,1.0
809,19941,nice,1.0
810,19944,非常不错，继续努力,1.0
811,19950,没有搞懂怎么进入实验,0.0
812,19953,感觉不错哟～棒,1.0
813,19956,"无法输入 ""l""  ?\n O_O#",1.0
814,19959,我也是醉了,1.0
815,19962,怎么总是失败,0.0
816,19968,值得学习,1.0
817,19971,挺不错的环境,1.0
818,19974,挺好的练习环境,1.0
819,19977,good,1.0
820,19980,这个实验还不错， 简单 练手,1.0
821,19983,不会用vim,0.0
822,19986,做事不能三心二意，外界影响也占了很大的部分,0.0
823,19989,感觉不错，会继续用。,1.0
824,19992,很靠谱，讲的也很细，跟着步骤理解了很多。,0.0
825,20010,一种新的学习方法，赞一个。以后会常来的~,0.0
826,20013,赞赞赞,1.0
827,20019,"sudo 需要密码的意义及免密方法,无法授权指定用户,精细化不及NTFS",0.0
828,20022,xiexie实验楼的平台,1.0
829,20025,太难了\n有汇编,0.0
830,20037,练习题有答案么。。,1.0
831,20040,加入弹幕会更有趣,0.0
832,20043,thx,1.0
833,20046,这个是真的流弊了。\n感谢,1.0
834,20049,这个是真的流弊了。\n感谢,1.0
835,20052,学习linux中用C编写Hello World！,1.0
836,20055,变量，作用域，字码流星雨,1.0
837,20058,nice,1.0
838,20061,知识点很全面,1.0
839,20064,有问题吧，记录,0.0
840,20067,Very good!,1.0
841,20076,抱歉我没看懂,0.0
842,20079,模拟环境不错,1.0
843,20082,虚拟环境的eclipse不支持java 8 compile,0.0
844,20088,模式不错，有效,1.0
845,20091,usful,1.0
846,20094,第一次使用linux，似乎不知道该干什么哎,0.0
847,20097,henhao,1.0
848,20100,Python有点鬼畜啊，代码明明一样啊，但就是运行不了,0.0
849,20103,很好,1.0
850,20106,Very good!,1.0
851,20109,讲的很详细，例子很好,1.0
852,20112,vim初体验，非常不习惯，但是要继续感受vim 的魅力,0.0
853,20115,刚开始学习python编程，整个过程是参照下来的，有些地方需要花时间去掌握，理解-动手-掌握,0.0
854,20121,学习的时候不要玩耍！！！,1.0
855,20136,好玩，新奇，学习环境很好，适合真正的零基础入门的学习者,1.0
856,20139,很有用,1.0
857,20142,很喜欢，很有效，谢谢,1.0
858,20145,很基础,1.0
859,20148,赞,1.0
860,20151,吃饭去了,1.0
861,20154,体验了过程，细节还是需要看书领悟。,0.0
862,20157,在线安装速度太慢了,0.0
863,20160,一直在看文档学习,1.0
864,20163,第一天。,1.0
865,20166,入门知识，比较简单。,1.0
866,20169,linux 很生疏，先把linux的基础教程看一看,1.0
867,20172,超卡,1.0
868,20175,神一样的编辑器，真的用起来好费神,1.0
869,20178,卡了,0.0
870,20187,最后为啥多一个%号呢。。,1.0
871,20190,实验环境失败？,1.0
872,20193,实验楼设计很棒,1.0
873,20196,挺好的  JAVA实验课多加点,0.0
874,20199,中windows毒太深了。,1.0
875,20202,对于素数的判断学习了好久，最后通过filter把False替换掉才得到完整结果。使用了函数创建，if判断，lambda,0.0
876,20205,能不能加入个暂停键啊。。在上班时候很空间超时。,0.0
877,20208,继续吧,1.0
878,20211,真心不错，尤其像我一样新手，手上有资料，有视频，有知乎，有GG还是不知道从哪开始的人来讲棒极了,1.0
